,NID,Quarter,Herd,Lact,M_Sys,HWI,ABV_M_Resist,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,Outcome_Mean_logSCC_next_lact,Outcome_Std_logSCC_next_lact,Outcome_Count_logSCC_next_lact,Outcome_Next_Lact_max_xmast,Outcome_failure_T,Outcome_failure_D,Outcome_Lact_mast_reoccur,Outcome_Recurred,Pregnant,Outcome_Sold,Outcome_num_tests_30to60,Outcome_num_tests_30to60_SCC<200,Outcome_num_tests_60to90,Outcome_num_tests_60to90_SCC<200,Outcome_num_tests_after90,Outcome_num_tests_after90_SCC<200,Outcome_num_tests_30to100,Outcome_30to100_mean_logSCC,Outcome_30to100_sd_mean_logSCC,Outcome_num_tests_30to150,Outcome_30to150_mean_logSCC,Outcome_30to150_sd_mean_logSCC,DSLB,Outcome_Failure,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,Outcome_Sold100,Outcome_Rec100,Outcome_Shortloss,Outcome_Longloss,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
50,200024117,12,2G0064V,7,,,,72,263.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,5,,,,,,4.0,4.0,3.0,,,,0,0,0,1,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1,4.07753744390572,99.0,2.0,5.155974084812046,1.5251397237298088,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,862.0,6.133442683933124,4.0,3.0,0.0,2010,9,59528,0,1.0,0.0,0.0,14.341590612777052,20.0,13.444108761329304,,,,,,
51,200024117,12,2G0064V,7,,,,72,263.0,14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,6,,,,,,4.0,4.0,3.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,6.234410725718371,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,862.0,6.133442683933124,4.0,3.0,0.0,2010,10,58491,0,0.0,0.0,0.0,9.540229885057471,14.960629921259844,8.613728129205922,,,,,,
52,200024120,11,2G0064V,4,,,,96,,24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,5.7578607761361145,0.7678119245527295,2.0,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,3.0,3.0,,,,2.0,4.662726589538344,0.8038135716397461,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,9,9999999,0,0.0,0.0,1.0,2.547770700636943,0.0,3.4782608695652173,,,,,,
54,200024120,12,2G0064V,5,,,,63,1447.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,,,,,,6.0,3.0,0.0,,,,,1,1,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,6.0,196.0,4.858718950355921,3.0,0.0,0.0,2010,10,58491,0,0.0,0.0,0.0,9.130434782608695,16.091954022988507,8.403361344537815,,,,,,
55,200024130,12,2G0064V,6,,,,0,,192,0,129.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,5.0,4.0,4.0,,,,0,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3543.0,6.277340274064226,4.0,4.0,1.0,2009,4,9999999,0,1.0,,0.0,3.787878787878788,8.0,3.622047244094488,,,,,,
56,200024130,99,2G0064V,6,,,,0,,230,0,167.0,0,0.0,0.0,0.0,0.0,0.0,2,,2,,,,,,5.0,4.0,4.0,,,,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3543.0,6.277340274064226,4.0,4.0,1.0,2009,5,58491,0,1.0,,0.0,1.199400299850075,33.33333333333333,1.0542168674698795,,,,,,
57,200024130,99,2G0064V,6,,,,0,,243,0,180.0,0,0.0,0.0,0.0,0.0,0.0,3,,3,,,,,,5.0,4.0,4.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3543.0,6.277340274064226,4.0,4.0,1.0,2009,6,58491,0,0.0,0.0,0.0,2.8708133971291865,50.0,2.568218298555377,,,,,,
58,200024130,11,2G0064V,8,,,,96,283.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,4,,,,,,5.0,4.0,4.0,,,,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3543.0,6.277340274064226,4.0,4.0,1.0,2010,9,59528,0,0.0,0.0,0.0,15.492957746478872,16.842105263157894,15.284552845528454,,,,,,
59,200024130,11,2G0064V,8,,,,96,283.0,180,0,69.0,0,0.0,0.0,0.0,0.0,0.0,2,2,5,,,,,,5.0,4.0,4.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3543.0,6.277340274064226,4.0,4.0,1.0,2011,3,58491,0,0.0,0.0,0.0,5.324675324675324,18.181818181818183,5.138339920948617,40.17094017094017,50.0,40.128755364806864,30.34188034188034,0.0,30.472103004291846
60,200024130,22,2G0064V,10,,,,133,414.0,195,0,301.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,,,,,,5.0,4.0,4.0,6.555901910505481,0.45743288363349055,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3543.0,6.277340274064226,4.0,4.0,1.0,2014,2,59528,0,0.0,0.0,0.0,0.5545286506469501,,0.5545286506469501,,,,,,
61,200024138,12,2G0064V,10,,,,0,296.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,8.0,2.0,1.0,,,,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,328.0,4.521022358876717,2.0,1.0,0.0,2011,10,9999999,0,0.0,0.0,,10.620525059665871,11.206896551724139,10.526315789473683,32.80632411067194,20.634920634920633,36.84210526315789,25.296442687747035,17.46031746031746,27.89473684210526
62,200024138,12,2G0064V,11,,,,0,286.0,115,0,37.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,8.0,2.0,1.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,328.0,4.521022358876717,2.0,1.0,0.0,2013,1,59528,0,0.0,0.0,0.0,2.3222060957910013,0.0,2.3323615160349855,,,,,,
63,200024176,12,2G0064V,7,,,,0,278.0,199,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,4.0,4.0,7.16266784069834,0.1939304355555919,2.0,2,0,0,3,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,342.0,5.725648728176392,4.0,4.0,0.0,2010,3,9999999,0,0.0,0.0,1.0,3.0136986301369864,31.25,1.7191977077363898,,,,,,
64,200024176,12,2G0064V,7,,,,0,278.0,453,0,205.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,1.0,1.0,1.0,6.985641817639208,99.0,5.0,5.0,5.0,7.16266784069834,0.1939304355555919,2.0,2,0,0,2,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1,6.852242569051878,99.0,1.0,6.852242569051878,99.0,,0,1.0,1081.0,6.985641817639208,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,4.0,342.0,5.725648728176392,4.0,4.0,0.0,2010,11,58491,0,0.0,0.0,1.0,4.385026737967915,,4.385026737967915,21.764705882352942,20.51282051282051,21.99074074074074,17.058823529411764,19.230769230769234,16.666666666666664
68,200024176,21,2G0064V,8,,,,45,375.0,50,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,5,1.0,1.0,1.0,7.299797366758161,99.0,7.0,7.0,7.0,,,,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,7.025538314638521,99.0,1.0,7.025538314638521,99.0,,0,1.0,1480.0,7.299797366758161,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,6.0,1081.0,6.123413216566109,6.0,6.0,1.0,2011,7,59528,0,1.0,1.0,0.0,2.627939142461964,,2.627939142461964,40.64837905236908,33.33333333333333,40.816326530612244,30.673316708229425,33.33333333333333,30.612244897959183
69,200024176,22,2G0064V,8,,,,45,375.0,119,0,61.0,0,0.0,0.0,0.0,0.0,0.0,2,1,6,1.0,1.0,1.0,7.299797366758161,99.0,7.0,7.0,7.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,1480.0,7.299797366758161,1.0,1.0,1.0,6.0,1081.0,6.123413216566109,6.0,6.0,1.0,2011,9,59528,0,0.0,0.0,0.0,12.745098039215685,14.285714285714285,12.321428571428573,,,,,,
70,200024180,11,2G0064V,9,,,,57,284.0,227,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,0.0,0.0,4.430816798843313,99.0,8.0,1.0,1.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,84.0,4.430816798843313,0.0,0.0,0.0,7.0,476.0,4.517058886675613,1.0,1.0,0.0,2011,5,9999999,0,0.0,0.0,0.0,3.0033370411568407,,3.0033370411568407,,,,,,
72,201003884,12,2G0064V,8,,,,0,247.0,343,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,1.0,1.0,,,,,0,0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,310.0,4.172164734983815,1.0,1.0,0.0,2013,2,9999999,0,1.0,,0.0,2.5449101796407185,0.0,2.548725637181409,,,,,,
73,201003884,12,2G0064V,8,,,,0,247.0,373,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,,,,,,3.0,1.0,1.0,,,,,0,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,310.0,4.172164734983815,1.0,1.0,0.0,2013,3,59528,0,1.0,,0.0,1.7647058823529411,6.896551724137931,1.5360983102918586,,,,,,
74,201003884,12,2G0064V,8,,,,0,247.0,411,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,3,,,,,,3.0,1.0,1.0,,,,,0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,310.0,4.172164734983815,1.0,1.0,0.0,2013,4,58491,0,1.0,,0.0,4.071246819338422,10.0,3.91644908616188,,,,,,
75,201003884,12,2G0064V,8,,,,0,247.0,425,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,4,,,,,,3.0,1.0,1.0,,,,,0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,310.0,4.172164734983815,1.0,1.0,0.0,2013,5,58491,0,1.0,,0.0,3.984575835475578,,3.984575835475578,,,,,,
76,201003884,12,2G0064V,8,,,,0,247.0,450,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,5,5,,,,,,3.0,1.0,1.0,,,,,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,310.0,4.172164734983815,1.0,1.0,0.0,2013,6,58491,0,1.0,,0.0,3.11284046692607,,3.11284046692607,,,,,,
77,201003884,12,2G0064V,8,,,,0,247.0,473,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,6,6,,,,,,3.0,1.0,1.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,310.0,4.172164734983815,1.0,1.0,0.0,2013,6,59528,0,1.0,,0.0,4.796163069544365,,4.796163069544365,,,,,,
78,201003884,12,2G0064V,8,,,,0,247.0,492,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,7,7,,,,,,3.0,1.0,1.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,310.0,4.172164734983815,1.0,1.0,0.0,2013,7,58491,0,0.0,0.0,0.0,5.121951219512195,,5.121951219512195,,,,,,
79,201003893,300,2G0064V,9,,,,79,287.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,9.0,5.0,4.0,,,,,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,8.50976567558744,99.0,1.0,8.50976567558744,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,9.0,673.0,5.117591715989688,5.0,4.0,0.0,2011,8,9999999,0,0.0,0.0,0.0,6.115107913669065,12.925170068027212,3.6674816625916873,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
80,201003893,12,2G0064V,9,,,,79,287.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,9.0,5.0,4.0,,,,,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,9.0,673.0,5.117591715989688,5.0,4.0,0.0,2011,8,59528,0,0.0,0.0,0.0,8.862876254180602,15.09433962264151,6.605922551252847,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
81,201004702,11,2G0064V,10,,,,78,266.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,3.0,3.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,347.0,5.705926968962708,3.0,3.0,0.0,2010,9,9999999,0,0.0,0.0,0.0,10.684273709483794,12.195121951219512,10.422535211267606,,,,,,
82,201006308,99,2G0064V,5,,,,0,295.0,12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,4.0,2.0,2.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,373.0,5.095974745739918,2.0,2.0,0.0,2008,5,9999999,0,0.0,0.0,0.0,1.550387596899225,50.0,1.2987012987012987,45.1219512195122,19.047619047619047,47.55555555555556,34.552845528455286,14.285714285714285,36.44444444444444
83,201006308,12,2G0064V,7,,,,0,285.0,215,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,1.0,1.0,1.0,6.061456918928017,99.0,5.0,3.0,3.0,,,,,0,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,429.0,6.061456918928017,1.0,1.0,0.0,4.0,373.0,5.095974745739918,2.0,2.0,0.0,2011,5,59528,0,1.0,,0.0,2.2459893048128343,15.0,1.9672131147540985,44.03669724770643,40.0,44.680851063829785,33.02752293577982,40.0,31.914893617021278
84,201006308,11,2G0064V,7,,,,0,285.0,253,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,3,2.0,2.0,2.0,6.4401904921017685,0.5356101557083434,6.0,4.0,4.0,,,,,0,0,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,915.0,6.818924065275521,1.0,1.0,0.0,,,,,,,,,,,,,1.0,429.0,6.061456918928017,1.0,1.0,0.0,4.0,373.0,5.095974745739918,2.0,2.0,0.0,2011,6,58491,0,1.0,,0.0,3.672985781990521,,3.672985781990521,40.64837905236908,33.33333333333333,40.816326530612244,30.673316708229425,33.33333333333333,30.612244897959183
85,201006308,12,2G0064V,7,,,,0,285.0,292,0,10.0,0,0.0,0.0,0.0,0.0,0.0,3,2,4,2.0,2.0,2.0,6.4401904921017685,0.5356101557083434,6.0,4.0,4.0,,,,,0,0,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,1.0,915.0,6.818924065275521,1.0,1.0,0.0,,,,,,,1.0,429.0,6.061456918928017,1.0,1.0,0.0,4.0,373.0,5.095974745739918,2.0,2.0,0.0,2011,8,59528,0,1.0,,0.0,1.0810810810810811,0.0,1.0889292196007259,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
86,201006308,11,2G0064V,7,,,,0,285.0,301,0,19.0,0,0.0,0.0,0.0,0.0,0.0,4,2,5,2.0,2.0,2.0,6.4401904921017685,0.5356101557083434,6.0,4.0,4.0,,,,,0,0,5,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,1.0,915.0,6.818924065275521,1.0,1.0,0.0,1.0,429.0,6.061456918928017,1.0,1.0,0.0,4.0,373.0,5.095974745739918,2.0,2.0,0.0,2011,8,59528,0,1.0,,0.0,1.502145922746781,8.333333333333332,0.9302325581395349,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
87,201006308,11,2G0064V,7,,,,0,285.0,326,0,44.0,0,0.0,0.0,0.0,0.0,0.0,5,3,6,2.0,2.0,2.0,6.4401904921017685,0.5356101557083434,6.0,4.0,4.0,,,,,1,0,4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,2.0,915.0,6.4401904921017685,2.0,2.0,0.0,4.0,373.0,5.095974745739918,2.0,2.0,0.0,2011,9,59528,0,1.0,,0.0,12.354651162790697,19.871794871794872,10.150375939849624,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
88,201006308,12,2G0064V,7,,,,0,285.0,331,0,49.0,0,0.0,0.0,0.0,0.0,0.0,5,3,6,2.0,2.0,2.0,6.4401904921017685,0.5356101557083434,6.0,4.0,4.0,,,,,1,0,4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,2.0,915.0,6.4401904921017685,2.0,2.0,0.0,4.0,373.0,5.095974745739918,2.0,2.0,0.0,2011,9,59528,0,,0.0,0.0,12.72475795297372,13.571428571428571,12.521440823327614,,,,,,
89,201006308,11,2G0064V,7,,,,0,285.0,345,0,63.0,0,0.0,0.0,0.0,0.0,0.0,6,4,7,2.0,2.0,2.0,6.4401904921017685,0.5356101557083434,6.0,4.0,4.0,,,,,0,0,3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,2.0,915.0,6.4401904921017685,2.0,2.0,0.0,4.0,373.0,5.095974745739918,2.0,2.0,0.0,2011,9,59528,0,1.0,,0.0,14.795244385733158,21.91780821917808,14.035087719298245,,,,,,
90,201006308,11,2G0064V,7,,,,0,285.0,359,0,77.0,0,0.0,0.0,0.0,0.0,0.0,7,5,8,2.0,2.0,2.0,6.4401904921017685,0.5356101557083434,6.0,4.0,4.0,,,,,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,2.0,915.0,6.4401904921017685,2.0,2.0,0.0,4.0,373.0,5.095974745739918,2.0,2.0,0.0,2011,10,58491,0,0.0,0.0,0.0,9.863945578231291,5.970149253731343,10.56149732620321,29.772727272727273,18.58407079646018,33.63914373088685,22.5,15.04424778761062,25.076452599388375
93,201006327,12,2G0064V,7,,,,0,,109,0,9.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,6.0,5.0,5.0,4.51085950651685,99.0,1.0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1058.0,6.1291773335734225,5.0,5.0,2.0,2008,11,9999999,0,1.0,,0.0,2.472952086553323,0.0,2.49609984399376,,,,,,
94,201006327,22,2G0064V,7,,,,0,,143,0,43.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,6.0,5.0,5.0,4.51085950651685,99.0,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1058.0,6.1291773335734225,5.0,5.0,2.0,2008,12,58491,0,0.0,0.0,0.0,2.044025157232704,,2.044025157232704,,,,,,
95,201006327,99,2G0064V,10,,,,0,272.0,461,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,3,,,,,,8.0,6.0,6.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2269.0,6.126627249092152,6.0,6.0,3.0,2013,8,58491,0,0.0,0.0,0.0,0.3731343283582089,0.0,0.49261083743842365,,,,,,
96,201006351,21,2G0064V,7,,,,0,276.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,5.0,2.0,0.0,,,,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,5.303304908059076,99.0,1.0,5.303304908059076,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,191.0,4.514594989900476,2.0,0.0,0.0,2008,3,9999999,0,0.0,0.0,0.0,3.1088082901554404,5.263157894736842,2.997275204359673,34.193548387096776,0.0,35.099337748344375,23.870967741935484,0.0,24.503311258278146
97,201006351,12,2G0064V,9,,,,0,286.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,6.0,3.0,1.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,201.0,4.646046642926909,3.0,1.0,0.0,2010,3,58491,0,0.0,0.0,0.0,3.4013605442176873,33.33333333333333,1.859799713876967,,,,,,
98,201014760,99,2G0064V,4,8.0,-46.0,101.768,0,,89,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,4.0,2.0,1.0,,,,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,397.0,4.948898857873825,2.0,1.0,0.0,2009,6,9999999,0,0.0,0.0,0.0,3.1897926634768736,66.66666666666666,2.8846153846153846,,,,,,
99,201014761,99,2G0064V,5,7.0,9.0,102.647,0,280.0,209,0,125.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,3.0,0.0,0.0,,,,2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,115.0,4.492734657790525,0.0,0.0,0.0,2009,10,9999999,0,0.0,0.0,,8.165829145728644,12.5,7.627118644067797,,,,,,
100,201014761,11,2G0064V,6,7.0,9.0,102.647,100,283.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,3.0,0.0,0.0,5.594711379601839,99.0,1.0,3,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,115.0,4.492734657790525,0.0,0.0,0.0,2010,3,58491,0,1.0,,1.0,3.034300791556728,27.11864406779661,1.0014306151645207,,,,,,
101,201014761,300,2G0064V,6,7.0,9.0,102.647,100,283.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,3.0,0.0,0.0,5.594711379601839,99.0,1.0,3,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,115.0,4.492734657790525,0.0,0.0,0.0,2010,3,58491,0,,0.0,1.0,3.766233766233766,32.83582089552239,0.995732574679943,,,,,,
102,201014761,21,2G0064V,6,7.0,9.0,102.647,100,283.0,62,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,3,,,,,,3.0,0.0,0.0,5.594711379601839,99.0,1.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,115.0,4.492734657790525,0.0,0.0,0.0,2010,5,59528,0,0.0,0.0,1.0,1.0101010101010102,14.285714285714285,0.7712082262210797,17.80821917808219,0.0,19.11764705882353,13.698630136986301,0.0,14.705882352941178
103,201014761,21,2G0064V,7,7.0,9.0,102.647,119,279.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,4,,,,,,3.0,0.0,0.0,,,,,0,0,2,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,5.594711379601839,99.0,1.0,5.594711379601839,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,115.0,4.492734657790525,0.0,0.0,0.0,2011,8,58491,0,1.0,1.0,0.0,1.293103448275862,5.88235294117647,0.9302325581395349,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
104,201014761,11,2G0064V,7,7.0,9.0,102.647,119,279.0,31,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,5,,,,,,3.0,0.0,0.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,115.0,4.492734657790525,0.0,0.0,0.0,2011,9,59528,0,0.0,0.0,0.0,12.606232294617564,16.33986928104575,11.573236889692586,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
106,201014768,22,2G0064V,8,,,,66,290.0,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,6.0,3.0,2.0,,,,,1,1,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,5.0238805208462765,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1389.0,4.673254365225708,3.0,2.0,1.0,2010,10,9999999,0,0.0,0.0,0.0,8.893709327548807,10.526315789473683,8.747044917257684,,,,,,
